"abbr_state","county","candidate","votes","percent_won","percent_complete","fips"
"mo","cooper","democrat",2838,35.4,100,29053
"mo","cooper","other",215,2.7,300,87159
"mo","cooper","republican",4957,61.9,100,29053
"mo","crawford","democrat",2892,29.3,100,29055
"mo","crawford","other",1086,11,300,87165
"mo","crawford","republican",5899,59.7,100,29055
"mo","dade","democrat",1112,28.2,100,29057
"mo","dade","other",114,2.9,300,87171
"mo","dade","republican",2720,68.9,100,29057
"mo","dallas","democrat",2211,29.8,100,29059
"mo","dallas","other",260,3.5,300,87177
"mo","dallas","republican",4943,66.7,100,29059
"mo","daviess","democrat",1299,34.9,100,29061
"mo","daviess","other",128,3.4,300,87183
"mo","daviess","republican",2295,61.7,100,29061
"mo","dekalb","democrat",1413,30.8,100,29063
"mo","dekalb","other",120,2.6,300,87189
"mo","dekalb","republican",3061,66.6,100,29063
"mo","dent","democrat",1635,24.1,100,29065
"mo","dent","other",197,2.9,300,87195
"mo","dent","republican",4966,73.1,100,29065
"mo","douglas","democrat",1607,24.1,100,29067
"mo","douglas","other",235,3.4,300,87201
"mo","douglas","republican",4818,72.3,100,29067
"mo","dunklin","democrat",3014,28.9,100,29069
"mo","dunklin","other",178,1.7,300,87207
"mo","dunklin","republican",7253,69.4,100,29069
"mo","franklin","democrat",18754,37.4,100,29071
"mo","franklin","other",3306,6.6,300,87213
"mo","franklin","republican",28059,56,100,29071
"mo","gasconade","democrat",2402,32.4,100,29073
"mo","gasconade","other",342,4.6,300,87219
"mo","gasconade","republican",4681,63,100,29073
"mo","gentry","democrat",1010,33.4,100,29075
"mo","gentry","other",78,2.6,300,87225
"mo","gentry","republican",1940,64.1,100,29075
"mo","greene","democrat",50839,39.5,100,29077
"mo","greene","other",4788,3.6,300,87231
"mo","greene","republican",72982,56.7,100,29077
"mo","grundy","democrat",1269,28.6,100,29079
"mo","grundy","other",126,2.8,300,87237
"mo","grundy","republican",3046,68.6,100,29079
"mo","harrison","democrat",1081,29.5,100,29081
"mo","harrison","other",110,3,300,87243
"mo","harrison","republican",2473,67.5,100,29081
"mo","henry","democrat",3695,37.5,100,29083
"mo","henry","other",302,3,300,87249
"mo","henry","republican",5850,59.4,100,29083
"mo","hickory","democrat",1608,34.2,100,29085
"mo","hickory","other",168,3.6,300,87255
"mo","hickory","republican",2931,62.3,100,29085
"mo","holt","democrat",752,32.1,100,29087
"mo","holt","other",75,3.2,300,87261
"mo","holt","republican",1515,64.7,100,29087
"mo","howard","democrat",1940,40.2,100,29089
"mo","howard","other",158,3.3,300,87267
"mo","howard","republican",2727,56.5,100,29089
"mo","howell","democrat",4457,25.7,100,29091
"mo","howell","other",635,3.7,300,87273
"mo","howell","republican",12262,70.7,100,29091
"mo","iron","democrat",1497,35,100,29093
"mo","iron","other",182,4.2,300,87279
"mo","iron","republican",2600,60.8,100,29093
"mo","jackson",NA,NA,NA,NA,29095
"mo","jackson","democrat",175380,59.7,997,NA
"mo","jackson","other",10703,3.7,2991,NA
"mo","jackson","republican",107788,36.7,997,NA
"mo","jasper","democrat",13231,27.4,100,29097
"mo","jasper","other",1709,3.5,300,87291
"mo","jasper","republican",33426,69.1,100,29097
"mo","jefferson","democrat",45200,42.7,100,29099
"mo","jefferson","other",3847,3.6,300,87297
"mo","jefferson","republican",56712,53.6,100,29099
"mo","johnson","democrat",8323,39.4,100,29101
"mo","johnson","other",790,3.7,300,87303
"mo","johnson","republican",12024,56.9,100,29101
"mo","knox","democrat",672,36.8,100,29103
"mo","knox","other",27,1.4,300,87309
"mo","knox","republican",1125,61.7,100,29103
"mo","laclede","democrat",4107,25.7,100,29105
"mo","laclede","other",526,3.3,300,87315
"mo","laclede","republican",11323,71,100,29105
"mo","lafayette","democrat",6088,38.5,100,29107
"mo","lafayette","other",583,3.7,300,87321
"mo","lafayette","republican",9158,57.9,100,29107
"mo","lawrence","democrat",4481,26.9,100,29109
"mo","lawrence","other",631,3.8,300,87327
"mo","lawrence","republican",11559,69.3,100,29109
"mo","lewis","democrat",1490,33.6,100,29111
"mo","lewis","other",125,2.8,300,87333
"mo","lewis","republican",2814,63.5,100,29111
"mo","lincoln","democrat",9328,37.7,100,29113
"mo","lincoln","other",934,3.8,300,87339
"mo","lincoln","republican",14496,58.6,100,29113
"mo","linn","democrat",1983,35.7,100,29115
"mo","linn","other",162,2.9,300,87345
"mo","linn","republican",3412,61.4,100,29115
"mo","livingston","democrat",1992,31.4,100,29117
"mo","livingston","other",157,2.5,300,87351
"mo","livingston","republican",4189,66.1,100,29117
"mo","macon","democrat",2315,30.6,100,29121
"mo","macon","other",183,2.4,300,87363
"mo","macon","republican",5064,67,100,29121
"mo","madison","democrat",1707,32.2,100,29123
"mo","madison","other",195,3.7,300,87369
"mo","madison","republican",3405,64.2,100,29123
"mo","maries","democrat",1509,33.5,100,29125
"mo","maries","other",174,3.9,300,87375
"mo","maries","republican",2825,62.7,100,29125
"mo","marion","democrat",4103,31.8,100,29127
"mo","marion","other",297,2.3,300,87381
"mo","marion","republican",8483,65.8,100,29127
"mo","mcdonald","democrat",1853,22.7,100,29119
"mo","mcdonald","other",385,4.7,300,87357
"mo","mcdonald","republican",5914,72.5,100,29119
"mo","mercer","democrat",455,26.6,100,29129
"mo","mercer","other",31,1.8,300,87387
"mo","mercer","republican",1224,71.6,100,29129
"mo","miller","democrat",3112,27.4,100,29131
"mo","miller","other",339,3,300,87393
"mo","miller","republican",7924,69.7,100,29131
"mo","mississippi","democrat",1943,38.2,100,29133
"mo","mississippi","other",137,2.6,300,87399
"mo","mississippi","republican",3004,59.1,100,29133
"mo","moniteau","democrat",2258,33.3,100,29135
"mo","moniteau","other",185,2.8,300,87405
"mo","moniteau","republican",4346,64,100,29135
"mo","monroe","democrat",1367,33.1,100,29137
"mo","monroe","other",100,2.4,300,87411
"mo","monroe","republican",2659,64.4,100,29137
"mo","montgomery","democrat",1955,36.2,100,29139
"mo","montgomery","other",189,3.5,300,87417
"mo","montgomery","republican",3259,60.3,100,29139
"mo","morgan","democrat",2687,30.6,100,29141
"mo","morgan","other",262,3,300,87423
"mo","morgan","republican",5819,66.4,100,29141
"mo","new madrid","democrat",2754,37.8,100,29143
"mo","new madrid","other",139,1.9,300,87429
"mo","new madrid","republican",4392,60.3,100,29143
"mo","newton","democrat",6606,24.9,100,29145
"mo","newton","other",856,3.2,300,87435
"mo","newton","republican",19117,71.9,100,29145
"mo","nodaway","democrat",3370,35.8,100,29147
"mo","nodaway","other",253,2.7,300,87441
"mo","nodaway","republican",5789,61.5,100,29147
"mo","oregon","democrat",1385,30.1,100,29149
"mo","oregon","other",145,3.2,300,87447
"mo","oregon","republican",3078,66.8,100,29149
"mo","osage","democrat",2319,32.8,100,29151
"mo","osage","other",182,2.6,300,87453
"mo","osage","republican",4572,64.6,100,29151
"mo","ozark","democrat",1228,27.4,100,29153
"mo","ozark","other",177,4,300,87459
"mo","ozark","republican",3078,68.7,100,29153
"mo","pemiscot","democrat",2208,37.6,100,29155
"mo","pemiscot","other",134,2.3,300,87465
"mo","pemiscot","republican",3533,60.1,100,29155
"mo","perry","democrat",2664,30.9,100,29157
"mo","perry","other",229,2.7,300,87471
"mo","perry","republican",5724,66.4,100,29157
"mo","pettis","democrat",6272,34.9,100,29159
"mo","pettis","other",564,3.1,300,87477
"mo","pettis","republican",11138,62,100,29159
"mo","phelps","democrat",6164,33.2,100,29161
"mo","phelps","other",806,4.3,300,87483
"mo","phelps","republican",11623,62.5,100,29161
"mo","pike","democrat",2755,37.3,100,29163
"mo","pike","other",239,3.3,300,87489
"mo","pike","republican",4389,59.4,100,29163
"mo","platte","democrat",21716,46.2,100,29165
"mo","platte","other",1484,3.2,300,87495
"mo","platte","republican",23804,50.6,100,29165
"mo","polk","democrat",4167,30.2,100,29167
"mo","polk","other",404,2.9,300,87501
"mo","polk","republican",9248,66.9,100,29167
"mo","pulaski",NA,NA,NA,NA,29169
"mo","pulaski","democrat",3859,28.8,889,NA
"mo","pulaski","other",497,3.7,2667,NA
"mo","pulaski","republican",9048,67.5,889,NA
"mo","putnam","democrat",547,23.9,100,29171
"mo","putnam","other",52,2.3,300,87513
"mo","putnam","republican",1691,73.8,100,29171
"mo","ralls","democrat",1763,33.7,100,29173
"mo","ralls","other",95,1.9,300,87519
"mo","ralls","republican",3371,64.5,100,29173
"mo","randolph","democrat",3561,34.4,100,29175
"mo","randolph","other",298,2.8,300,87525
"mo","randolph","republican",6505,62.8,100,29175
"mo","ray","democrat",4715,43.6,100,29177
"mo","ray","other",422,3.9,300,87531
"mo","ray","republican",5687,52.5,100,29177
"mo","reynolds","democrat",878,29.6,100,29179
"mo","reynolds","other",122,4.1,300,87537
"mo","reynolds","republican",1965,66.3,100,29179
"mo","ripley","democrat",1310,24.2,100,29181
"mo","ripley","other",141,2.5,300,87543
"mo","ripley","republican",3958,73.2,100,29181
"mo","sainte genevieve","democrat",3966,47.1,100,29186
"mo","sainte genevieve","other",220,2.6,300,87558
"mo","sainte genevieve","republican",4241,50.3,100,29186
"mo","saline","democrat",4002,43.3,100,29195
"mo","saline","other",341,3.8,300,87585
"mo","saline","republican",4901,53,100,29195
"mo","schuyler","democrat",595,31.3,100,29197
"mo","schuyler","other",46,2.4,300,87591
"mo","schuyler","republican",1259,66.3,100,29197
"mo","scotland","democrat",610,31.3,100,29199
"mo","scotland","other",66,3.4,300,87597
"mo","scotland","republican",1273,65.3,100,29199
"mo","scott","democrat",5412,31.5,100,29201
"mo","scott","other",425,2.5,300,87603
"mo","scott","republican",11322,66,100,29201
"mo","shannon","democrat",1322,34.3,100,29203
"mo","shannon","other",168,4.4,300,87609
"mo","shannon","republican",2365,61.3,100,29203
"mo","shelby","democrat",1037,32,100,29205
"mo","shelby","other",61,2,300,87615
"mo","shelby","republican",2143,66.1,100,29205
"mo","st charles","democrat",85209,42.6,100,29183
"mo","st charles","other",5795,2.9,300,87549
"mo","st charles","republican",109084,54.5,100,29183
"mo","st clair","democrat",1560,33.5,100,29185
"mo","st clair","other",169,3.6,300,87555
"mo","st clair","republican",2927,62.9,100,29185
"mo","st francois","democrat",9424,38.2,100,29187
"mo","st francois","other",811,3.4,300,87561
"mo","st francois","republican",14432,58.5,100,29187
"mo","st louis","democrat",102549,80.4,100,29510
"mo","st louis","other",4133,3.2,300,88530
"mo","st louis","republican",20813,16.3,100,29510
"mo","st louis co",NA,NA,NA,NA,29189
"mo","st louis co","democrat",295399,58.4,998,NA
"mo","st louis co","other",13953,2.7,2994,NA
"mo","st louis co","republican",196280,38.8,998,NA
"mo","stoddard","democrat",3176,24,100,29207
"mo","stoddard","other",289,2.2,300,87621
"mo","stoddard","republican",9790,73.9,100,29207
"mo","stone","democrat",4132,25.1,100,29209
"mo","stone","other",434,2.6,300,87627
"mo","stone","republican",11914,72.3,100,29209
"mo","sullivan","democrat",787,31.7,100,29211
"mo","sullivan","other",51,2,300,87633
"mo","sullivan","republican",1642,66.2,100,29211
"mo","taney","democrat",5978,25.7,100,29213
"mo","taney","other",765,3.3,300,87639
"mo","taney","republican",16552,71.1,100,29213
"mo","texas","democrat",2918,26.6,100,29215
"mo","texas","other",384,3.6,300,87645
"mo","texas","republican",7659,69.9,100,29215
"mo","vernon","democrat",2616,30.6,100,29217
"mo","vernon","other",228,2.6,300,87651
"mo","vernon","republican",5696,66.7,100,29217
"mo","warren","democrat",6055,38.5,100,29219
"mo","warren","other",616,3.9,300,87657
"mo","warren","republican",9056,57.6,100,29219
"mo","washington","democrat",3141,33.9,100,29221
"mo","washington","other",440,4.8,300,87663
"mo","washington","republican",5680,61.3,100,29221
"mo","wayne","democrat",1418,25,100,29223
"mo","wayne","other",166,2.9,300,87669
"mo","wayne","republican",4082,72,100,29223
"mo","webster","democrat",5036,30.1,100,29225
"mo","webster","other",571,3.4,300,87675
"mo","webster","republican",11138,66.5,100,29225
"mo","worth","democrat",293,28.2,100,29227
"mo","worth","other",31,3,300,87681
"mo","worth","republican",714,68.8,100,29227
"mo","wright","democrat",1897,23.4,100,29229
"mo","wright","other",215,2.7,300,87687
"mo","wright","republican",5990,73.9,100,29229
"nc","alamance","democrat",31436,45.1,100,37001
"nc","alamance","other",1266,1.8,100,37001
"nc","alamance","republican",36945,53,100,37001
"nc","alexander","democrat",4624,25.4,100,37003
"nc","alexander","other",383,2.1,100,37003
"nc","alexander","republican",13191,72.5,100,37003
"nc","alleghany","democrat",1633,30.9,100,37005
"nc","alleghany","other",96,1.8,100,37005
"nc","alleghany","republican",3558,67.3,100,37005
"nc","anson","democrat",5777,55.7,100,37007
"nc","anson","other",112,1.1,100,37007
"nc","anson","republican",4484,43.2,100,37007
"nc","ashe","democrat",4274,32,100,37009
"nc","ashe","other",285,2.1,100,37009
"nc","ashe","republican",8783,65.8,100,37009
"nc","avery","democrat",1953,24.1,100,37011
"nc","avery","other",187,2.3,100,37011
"nc","avery","republican",5954,73.6,100,37011
"nc","beaufort","democrat",8790,37.2,100,37013
"nc","beaufort","other",320,1.4,100,37013
"nc","beaufort","republican",14542,61.5,100,37013
"nc","bertie","democrat",5562,59.6,100,37015
"nc","bertie","other",57,0.6,100,37015
"nc","bertie","republican",3719,39.8,100,37015
"nc","bladen","democrat",7227,46.1,100,37017
"nc","bladen","other",189,1.2,100,37017
"nc","bladen","republican",8272,52.7,100,37017
"nc","brunswick","democrat",25112,37.4,100,37019
"nc","brunswick","other",1552,2.3,100,37019
"nc","brunswick","republican",40477,60.3,100,37019
"nc","buncombe","democrat",81347,59.3,100,37021
"nc","buncombe","other",4241,3.1,100,37021
"nc","buncombe","republican",51513,37.6,100,37021
"nc","burke","democrat",13020,34.4,100,37023
"nc","burke","other",855,2.3,100,37023
"nc","burke","republican",23996,63.4,100,37023
"nc","cabarrus","democrat",37422,40.8,100,37025
"nc","cabarrus","other",2382,2.6,100,37025
"nc","cabarrus","republican",51960,56.6,100,37025
"nc","caldwell","democrat",10019,27.8,100,37027
"nc","caldwell","other",918,2.5,100,37027
"nc","caldwell","republican",25070,69.6,100,37027
"nc","camden","democrat",1351,27.7,100,37029
"nc","camden","other",129,2.6,100,37029
"nc","camden","republican",3392,69.6,100,37029
"nc","carteret","democrat",10547,28.4,100,37031
"nc","carteret","other",773,2.1,100,37031
"nc","carteret","republican",25760,69.5,100,37031
"nc","caswell","democrat",4792,45.9,100,37033
"nc","caswell","other",148,1.4,100,37033
"nc","caswell","republican",5506,52.7,100,37033
"nc","catawba","democrat",23582,33,100,37035
"nc","catawba","other",1799,2.5,100,37035
"nc","catawba","republican",46031,64.5,100,37035
"nc","chatham","democrat",21971,55.4,100,37037
"nc","chatham","other",715,1.8,100,37037
"nc","chatham","republican",16961,42.8,100,37037
"nc","cherokee","democrat",3646,26.6,100,37039
"nc","cherokee","other",436,3.2,100,37039
"nc","cherokee","republican",9603,70.2,100,37039
"nc","chowan","democrat",2966,41.9,100,37041
"nc","chowan","other",72,1,100,37041
"nc","chowan","republican",4047,57.1,100,37041
"nc","clay","democrat",1674,28.8,100,37043
"nc","clay","other",150,2.6,100,37043
"nc","clay","republican",3993,68.6,100,37043
"nc","cleveland","democrat",16046,36.3,100,37045
"nc","cleveland","other",735,1.7,100,37045
"nc","cleveland","republican",27463,62.1,100,37045
"nc","columbus","democrat",9247,39.8,100,37047
"nc","columbus","other",310,1.3,100,37047
"nc","columbus","republican",13655,58.8,100,37047
"nc","craven","democrat",17669,38.2,100,37049
"nc","craven","other",883,1.9,100,37049
"nc","craven","republican",27759,59.9,100,37049
"nc","cumberland","democrat",69413,55.8,100,37051
"nc","cumberland","other",2843,2.3,100,37051
"nc","cumberland","republican",52082,41.9,100,37051
"nc","currituck","democrat",3122,25.5,100,37053
"nc","currituck","other",358,2.9,100,37053
"nc","currituck","republican",8764,71.6,100,37053
"nc","dare","democrat",7943,41.8,100,37055
"nc","dare","other",496,2.6,100,37055
"nc","dare","republican",10544,55.5,100,37055
"nc","davidson","democrat",21101,29.2,100,37057
"nc","davidson","other",1627,2.3,100,37057
"nc","davidson","republican",49481,68.5,100,37057
"nc","davie","democrat",6393,29.7,100,37059
"nc","davie","other",500,2.3,100,37059
"nc","davie","republican",14619,68,100,37059
"nc","duplin","democrat",8101,39.5,100,37061
"nc","duplin","other",218,1.1,100,37061
"nc","duplin","republican",12198,59.5,100,37061
"nc","durham","democrat",119786,78.5,100,37063
"nc","durham","other",2548,1.7,100,37063
"nc","durham","republican",30180,19.8,100,37063
"nc","edgecombe","democrat",16096,65.3,100,37065
"nc","edgecombe","other",212,0.9,100,37065
"nc","edgecombe","republican",8348,33.9,100,37065
"nc","forsyth","democrat",97625,56.2,100,37067
"nc","forsyth","other",3874,2.2,100,37067
"nc","forsyth","republican",72144,41.5,100,37067
"nc","franklin","democrat",13782,45.6,100,37069
"nc","franklin","other",582,1.9,100,37069
"nc","franklin","republican",15858,52.5,100,37069
"nc","gaston","democrat",33495,35.1,100,37071
"nc","gaston","other",2128,2.2,100,37071
"nc","gaston","republican",59703,62.6,100,37071
"nc","gates","democrat",2325,44.2,100,37073
"nc","gates","other",76,1.4,100,37073
"nc","gates","republican",2854,54.3,100,37073
"nc","graham","democrat",1135,28.3,100,37075
"nc","graham","other",127,3.2,100,37075
"nc","graham","republican",2744,68.5,100,37075
"nc","granville","democrat",13439,49.6,100,37077
"nc","granville","other",445,1.6,100,37077
"nc","granville","republican",13230,48.8,100,37077
"nc","greene","democrat",3572,44.6,100,37079
"nc","greene","other",67,0.8,100,37079
"nc","greene","republican",4364,54.5,100,37079
"nc","guilford","democrat",154386,60.9,100,37081
"nc","guilford","other",5340,2.1,100,37081
"nc","guilford","republican",93893,37,100,37081
"nc","halifax","democrat",15891,64,100,37083
"nc","halifax","other",184,0.7,100,37083
"nc","halifax","republican",8763,35.3,100,37083
"nc","harnett","democrat",17376,38.4,100,37085
"nc","harnett","other",1014,2.2,100,37085
"nc","harnett","republican",26802,59.3,100,37085
"nc","haywood","democrat",12795,42.2,100,37087
"nc","haywood","other",948,3.1,100,37087
"nc","haywood","republican",16565,54.7,100,37087
"nc","henderson","democrat",22286,38.9,100,37089
"nc","henderson","other",1580,2.8,100,37089
"nc","henderson","republican",33352,58.3,100,37089
"nc","hertford","democrat",6658,66.9,100,37091
"nc","hertford","other",75,0.8,100,37091
"nc","hertford","republican",3225,32.4,100,37091
"nc","hoke","democrat",9569,53.8,100,37093
"nc","hoke","other",484,2.7,100,37093
"nc","hoke","republican",7717,43.4,100,37093
"nc","hyde","democrat",999,44,100,37095
"nc","hyde","other",24,1.1,100,37095
"nc","hyde","republican",1246,54.9,100,37095
"nc","iredell","democrat",28244,34.9,100,37097
"nc","iredell","other",2368,2.9,100,37097
"nc","iredell","republican",50358,62.2,100,37097
"nc","jackson","democrat",9038,49.5,100,37099
"nc","jackson","other",585,3.2,100,37099
"nc","jackson","republican",8642,47.3,100,37099
"nc","johnston","democrat",30960,36.4,100,37101
"nc","johnston","other",1555,1.8,100,37101
"nc","johnston","republican",52615,61.8,100,37101
"nc","jones","democrat",2024,40.1,100,37103
"nc","jones","other",58,1.1,100,37103
"nc","jones","republican",2968,58.8,100,37103
"nc","lee","democrat",11279,45.6,100,37105
"nc","lee","other",536,2.2,100,37105
"nc","lee","republican",12930,52.3,100,37105
"nc","lenoir","democrat",11620,45.6,100,37107
"nc","lenoir","other",266,1,100,37107
"nc","lenoir","republican",13606,53.4,100,37107
"nc","lincoln","democrat",11269,28.4,100,37109
"nc","lincoln","other",946,2.4,100,37109
"nc","lincoln","republican",27410,69.2,100,37109
"nc","macon","democrat",6238,35.9,100,37113
"nc","macon","other",516,3,100,37113
"nc","macon","republican",10635,61.2,100,37113
"nc","madison","democrat",4763,43,100,37115
"nc","madison","other",311,2.8,100,37115
"nc","madison","republican",6010,54.2,100,37115
"nc","martin","democrat",5749,48.6,100,37117
"nc","martin","other",88,0.7,100,37117
"nc","martin","republican",5993,50.7,100,37117
"nc","mcdowell","democrat",5993,30.6,100,37111
"nc","mcdowell","other",567,2.9,100,37111
"nc","mcdowell","republican",13009,66.5,100,37111
"nc","mecklenburg","democrat",294880,63.3,100,37119
"nc","mecklenburg","other",11799,2.5,100,37119
"nc","mecklenburg","republican",159217,34.2,100,37119
"nc","mitchell","democrat",1985,25,100,37121
"nc","mitchell","other",198,2.5,100,37121
"nc","mitchell","republican",5770,72.6,100,37121
"nc","montgomery","democrat",4610,40.5,100,37123
"nc","montgomery","other",171,1.5,100,37123
"nc","montgomery","republican",6605,58,100,37123
"nc","moore","democrat",17602,36.6,100,37125
"nc","moore","other",978,2,100,37125
"nc","moore","republican",29470,61.3,100,37125
"nc","nash","democrat",24422,51.7,100,37127
"nc","nash","other",494,1,100,37127
"nc","nash","republican",22316,47.2,100,37127
"nc","new hanover","democrat",55546,50.9,100,37129
"nc","new hanover","other",3159,2.9,100,37129
"nc","new hanover","republican",50525,46.3,100,37129
"nc","northampton","democrat",6069,62.4,100,37131
"nc","northampton","other",68,0.7,100,37131
"nc","northampton","republican",3590,36.9,100,37131
"nc","onslow","democrat",17601,31.9,100,37133
"nc","onslow","other",1609,2.9,100,37133
"nc","onslow","republican",35971,65.2,100,37133
"nc","orange","democrat",60536,74.8,100,37135
"nc","orange","other",1449,1.8,100,37135
"nc","orange","republican",18953,23.4,100,37135
"nc","pamlico","democrat",2444,36.1,100,37137
"nc","pamlico","other",100,1.5,100,37137
"nc","pamlico","republican",4229,62.4,100,37137
"nc","pasquotank","democrat",8623,51,100,37139
"nc","pasquotank","other",321,1.9,100,37139
"nc","pasquotank","republican",7970,47.1,100,37139
"nc","pender","democrat",9920,36.9,100,37141
"nc","pender","other",663,2.5,100,37141
"nc","pender","republican",16323,60.7,100,37141
"nc","perquimans","democrat",2327,35.6,100,37143
"nc","perquimans","other",76,1.2,100,37143
"nc","perquimans","republican",4128,63.2,100,37143
"nc","person","democrat",8342,43.1,100,37145
"nc","person","other",299,1.5,100,37145
"nc","person","republican",10707,55.3,100,37145
"nc","pitt","democrat",41080,52.3,100,37147
"nc","pitt","other",1283,1.6,100,37147
"nc","pitt","republican",36179,46.1,100,37147
"nc","polk","democrat",4279,39.9,100,37149
"nc","polk","other",249,2.3,100,37149
"nc","polk","republican",6200,57.8,100,37149
"nc","randolph","democrat",16230,25.4,100,37151
"nc","randolph","other",1447,2.3,100,37151
"nc","randolph","republican",46131,72.3,100,37151
"nc","richmond","democrat",8722,46.6,100,37153
"nc","richmond","other",300,1.6,100,37153
"nc","richmond","republican",9689,51.8,100,37153
"nc","robeson","democrat",17939,45.8,100,37155
"nc","robeson","other",363,0.9,100,37155
"nc","robeson","republican",20840,53.2,100,37155
"nc","rockingham","democrat",16142,38.9,100,37157
"nc","rockingham","other",832,2,100,37157
"nc","rockingham","republican",24486,59.1,100,37157
"nc","rowan","democrat",21397,33.7,100,37159
"nc","rowan","other",1598,2.5,100,37159
"nc","rowan","republican",40422,63.7,100,37159
"nc","rutherford","democrat",9436,31.8,100,37161
"nc","rutherford","other",720,2.4,100,37161
"nc","rutherford","republican",19519,65.8,100,37161
"nc","sampson","democrat",10508,41,100,37163
"nc","sampson","other",258,1,100,37163
"nc","sampson","republican",14860,58,100,37163
"nc","scotland","democrat",7314,54,100,37165
"nc","scotland","other",187,1.4,100,37165
"nc","scotland","republican",6048,44.6,100,37165
"nc","stanly","democrat",8062,27.3,100,37167
"nc","stanly","other",592,2,100,37167
"nc","stanly","republican",20893,70.7,100,37167
"nc","stokes","democrat",6138,27.5,100,37169
"nc","stokes","other",558,2.5,100,37169
"nc","stokes","republican",15602,70,100,37169
"nc","surry","democrat",9555,30.1,100,37171
"nc","surry","other",605,1.9,100,37171
"nc","surry","republican",21560,68,100,37171
"nc","swain","democrat",2654,44.2,100,37173
"nc","swain","other",267,4.4,100,37173
"nc","swain","republican",3082,51.3,100,37173
"nc","transylvania","democrat",7553,43,100,37175
"nc","transylvania","other",521,3,100,37175
"nc","transylvania","republican",9480,54,100,37175
"nc","tyrrell","democrat",691,40.7,100,37177
"nc","tyrrell","other",28,1.6,100,37177
"nc","tyrrell","republican",980,57.7,100,37177
"nc","union","democrat",35615,34.2,100,37179
"nc","union","other",2361,2.3,100,37179
"nc","union","republican",66292,63.6,100,37179
